96 
5.0 300.0090871001243 
15.0 300.0091427830879 
25.0 300.00924300228496 
35.0 300.0093538827998 
45.0 300.0094601803525 
55.0 300.00956140169257 
65.0 300.0096598974222 
75.0 300.0097579887708 
85.0 300.0098581526885 
95.0 300.00996210913314 
105.0 300.0100708864447 
115.0 300.0101850382523 
125.0 300.01030492879374 
135.0 300.01043081743796 
145.0 300.0105625134441 
155.0 300.0107004905423 
165.0 300.0108454070441 
175.0 300.0109981578216 
185.0 300.01115928972365 
195.0 300.0113298029343 
205.0 300.01151019615753 
215.0 300.011700424387 
225.0 300.0119004099832 
235.0 300.0121102495156 
245.0 300.0123303384394 
255.0 300.0125608114163 
265.0 300.01280346773825 
275.0 300.0130581223488 
285.0 300.0133243127315 
295.0 300.0136046503668 
305.0 300.0139005312012 
315.0 300.01421299532444 
325.0 300.01454148264986 
335.0 300.01488692641465 
345.0 300.01525136240025 
355.0 300.0156371062935 
365.0 300.01604588426665 
375.0 300.01647832176013 
385.0 300.01693467221537 
395.0 300.0174156958836 
405.0 300.0179235809688 
415.0 300.01846453436264 
425.0 300.01904313306284 
435.0 300.01965925357297 
445.0 300.0203130330708 
455.0 300.02100726885976 
465.0 300.02175071418526 
475.0 300.0225566742385 
485.0 300.02343450692365 
495.0 300.0243880136331 
505.0 300.02542778977914 
515.0 300.02656561121427 
525.0 300.02781518310735 
535.0 300.0291961052657 
545.0 300.0307358732991 
555.0 300.03246692784876 
565.0 300.0344290611969 
575.0 300.03667830040075 
585.0 300.03931334002255 
595.0 300.0424732678456 
605.0 300.04633018703396 
615.0 300.0511344629713 
625.0 300.0572914655293 
635.0 300.0654406009266 
645.0 300.07667253698935 
655.0 300.0929121869482 
665.0 300.1176369963225 
675.0 300.1574196695242 
685.0 300.22576325598385 
695.0 300.3519467851958 
705.0 300.59829200269917 
715.0 301.0705830782174 
725.0 301.863472847265 
735.0 302.95128611633726 
745.0 304.18990648427854 
755.0 305.4328262530126 
765.0 306.5945771946296 
775.0 307.6381481723755 
785.0 308.5353395090954 
795.0 309.2448850343112 
805.0 309.7259807087531 
815.0 309.9793821679723 
825.0 310.0772779902121 
835.0 310.1123184552866 
845.0 310.1351396100132 
855.0 310.1612976986166 
865.0 310.1921959614609 
875.0 310.224330042549 
885.0 310.2552076197711 
895.0 310.2850045220035 
905.0 310.31469467896534 
915.0 310.3444938644063 
925.0 310.3742513823587 
935.0 310.4044368194133 
945.0 310.43561429105824 
955.0 310.46488736199717 
